race,age,engnat,gender,hand,source,country,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,N1,N2,N3,N4,N5,N6,N7,N8,N9,N10,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,O1,O2,O3,O4,O5,O6,O7,O8,O9,O10,is_code_valid
11,20,1,2,1,2,US,2,3,2,4,2,4,4,3,2,5,5,1,5,1,4,3,5,4,2,4,4,2,4,2,4,4,2,2,1,4,4,2,4,4,2,2,3,2,2,4,4,3,4,1,4,2,4,4,4,4,True
3,27,1,2,1,1,US,3,1,5,1,5,2,5,2,4,2,3,4,2,1,1,3,2,2,2,3,3,5,3,4,1,4,2,4,4,4,2,2,2,2,2,2,2,3,3,2,4,1,4,3,4,2,4,4,2,3,True
3,20,1,2,1,5,US,1,3,4,2,4,2,2,3,2,4,4,4,4,1,1,2,3,2,2,4,1,4,2,4,1,4,2,3,4,4,2,3,3,2,5,2,4,2,4,4,5,2,5,2,3,1,4,5,5,4,True
9,44,2,2,1,1,JP,2,1,3,3,4,2,4,2,4,4,4,2,2,5,4,4,2,2,2,1,2,4,1,5,2,3,2,3,4,4,2,2,2,2,2,5,1,2,4,5,4,3,3,1,3,2,4,4,2,3,True
3,21,1,2,1,1,CA,4,1,4,2,4,1,5,2,5,2,4,3,4,2,3,4,4,4,4,3,2,4,2,4,1,5,1,4,4,4,3,4,2,3,2,4,3,3,2,3,4,3,3,4,3,3,3,3,2,2,True
3,21,1,2,1,2,CA,3,2,4,2,5,2,4,4,2,2,3,4,4,3,2,4,2,2,3,2,2,5,1,4,1,3,1,4,5,4,5,3,4,2,4,3,5,2,4,5,5,2,3,1,4,2,5,4,4,4,True
4,23,2,1,1,1,IN,2,4,4,4,3,4,1,2,4,4,3,4,4,4,2,2,2,2,1,2,4,5,1,3,2,5,2,5,4,4,4,5,2,2,2,4,4,1,4,2,2,2,2,1,4,2,4,1,4,4,True
13,24,1,2,1,1,US,1,2,1,5,3,5,1,5,1,5,5,3,5,1,5,5,4,3,5,5,4,2,4,4,5,3,5,3,5,5,4,1,5,4,5,1,4,1,4,4,4,5,5,5,4,1,4,5,5,5,True
1,39,1,1,1,1,CA,2,4,2,4,4,2,4,5,3,3,2,3,4,1,4,2,3,2,3,4,2,4,1,4,2,4,2,2,3,4,3,2,2,2,2,2,4,1,3,2,4,1,4,1,4,1,4,1,5,4,True
3,45,1,2,1,2,US,1,4,2,4,2,2,1,5,1,5,4,3,4,2,3,3,3,3,1,4,1,5,1,4,2,5,1,5,3,2,4,5,5,4,4,5,3,1,3,4,5,1,3,3,5,1,5,5,4,4,True
3,45,1,2,2,5,US,3,1,5,1,5,1,5,2,4,1,3,4,3,4,2,3,2,2,4,1,1,5,2,5,1,5,1,5,4,4,3,5,3,1,1,4,2,3,1,2,4,1,3,2,3,2,4,3,5,3,True
1,20,1,1,1,1,US,3,2,5,2,5,1,5,2,5,1,2,3,4,2,1,1,1,1,1,2,1,5,1,5,1,4,1,5,5,5,3,3,5,1,3,4,4,1,4,5,5,1,5,1,5,1,4,5,5,5,True
13,21,1,2,1,1,US,2,4,2,5,3,3,3,3,3,3,5,2,5,1,4,4,4,4,5,4,2,3,3,4,3,3,3,3,3,3,3,5,4,5,3,3,5,2,5,3,3,3,5,3,3,3,3,3,3,4,True
1,23,2,2,1,2,ID,2,1,3,4,2,2,3,2,2,2,3,3,3,3,4,2,4,4,3,2,2,4,2,4,2,5,2,5,4,4,5,2,4,2,4,3,4,2,5,3,4,3,5,3,4,1,4,1,4,4,True
9,23,2,2,1,1,PH,2,2,5,1,4,2,4,1,4,1,4,2,5,4,1,4,2,2,4,1,1,5,1,5,1,5,1,1,5,5,5,4,4,1,4,1,5,2,5,4,4,1,5,1,5,1,5,4,5,5,True
3,22,1,2,1,1,US,1,5,3,5,1,5,1,5,1,5,5,3,5,2,3,5,4,2,3,2,1,2,1,5,2,5,3,5,4,3,1,5,4,5,2,5,3,3,1,2,3,3,5,1,4,1,3,1,5,4,True
3,20,1,1,1,5,AU,4,1,5,2,5,1,2,2,4,4,3,4,2,2,2,1,3,2,3,4,1,4,4,5,2,4,1,4,5,5,2,5,2,4,1,4,2,2,1,2,5,1,5,3,3,1,4,5,5,5,True
1,33,2,2,1,1,IN,2,4,4,4,4,2,4,4,2,4,1,4,2,4,2,2,2,2,2,2,5,4,1,5,2,4,2,4,4,5,4,2,4,1,4,2,4,2,4,4,4,1,2,1,4,2,4,3,4,4,True
3,20,1,2,1,5,US,2,2,4,3,4,2,2,4,2,2,5,2,5,1,4,5,5,4,5,4,1,5,3,5,1,5,1,5,4,4,4,4,4,3,3,3,4,2,4,4,3,2,4,1,3,2,4,3,5,4,True
1,59,1,2,1,1,US,1,5,3,5,1,5,1,1,1,5,1,5,1,5,1,1,1,1,1,1,4,4,1,3,4,4,2,4,2,4,1,4,2,1,2,2,3,2,1,2,4,3,5,3,4,1,3,2,4,4,True
3,25,1,1,1,2,CA,5,1,4,3,5,1,4,4,4,3,1,5,3,5,2,2,2,1,2,2,1,5,1,5,1,5,1,5,5,5,4,5,4,4,4,3,4,1,5,4,4,1,5,2,5,1,5,4,4,5,True
3,18,1,2,1,1,AU,1,3,1,5,1,3,1,1,1,5,5,3,5,1,1,3,4,3,5,4,2,2,5,2,1,1,3,2,1,3,4,1,4,3,2,1,4,3,3,3,4,2,5,3,3,1,3,4,3,5,True
1,27,2,1,1,1,US,1,4,3,4,3,3,3,3,2,5,3,5,5,1,5,4,3,3,4,5,1,5,2,4,3,4,3,5,4,5,3,5,4,4,2,3,3,3,3,3,3,2,4,1,4,2,5,2,5,4,True
3,24,1,2,1,1,CA,3,4,2,2,1,3,4,3,2,5,3,3,4,1,1,3,5,4,5,4,2,4,4,4,3,3,4,3,5,3,2,4,4,3,1,4,1,3,3,3,3,2,3,1,3,3,3,5,5,3,True
3,29,1,1,3,1,US,5,1,5,3,5,1,4,1,5,1,1,5,5,5,1,1,1,1,1,1,1,5,1,4,1,5,1,4,5,5,5,1,5,1,5,1,5,1,1,5,5,1,5,1,5,1,5,5,5,5,True
11,29,1,1,1,2,US,2,4,3,5,4,4,3,4,3,5,2,4,4,2,2,2,2,1,3,3,1,4,4,5,3,3,3,3,4,3,3,3,4,2,4,2,3,4,4,4,5,1,4,1,3,2,4,3,5,4,True
13,33,2,2,1,2,US,2,2,2,4,5,1,1,5,2,5,5,1,5,2,5,5,4,5,5,3,1,3,2,4,1,5,2,4,4,3,3,1,2,3,1,4,5,5,1,1,4,3,5,2,5,1,1,1,5,5,True
4,21,2,1,1,1,IN,4,2,4,4,2,2,3,2,5,5,3,3,4,4,3,2,4,4,3,1,4,4,1,4,2,5,2,4,5,2,3,2,4,2,4,3,4,1,3,4,4,2,4,1,5,1,5,3,4,4,True
3,26,1,1,1,3,US,3,3,4,3,4,2,2,4,3,4,4,4,4,2,3,3,3,3,3,2,1,4,2,4,3,3,3,4,3,4,4,2,4,3,3,2,4,2,3,4,5,1,5,4,4,1,4,4,4,4,True
11,21,2,1,1,1,IN,1,2,2,2,3,4,2,4,4,5,2,4,3,3,2,4,4,4,2,3,3,4,2,4,2,4,3,3,3,3,2,4,4,4,2,4,1,3,2,2,1,2,4,1,4,2,4,1,4,5,True
4,26,2,2,1,1,IN,3,2,5,3,4,4,2,2,5,2,3,3,2,4,3,3,3,3,3,2,2,2,1,4,3,4,2,4,4,5,3,2,4,2,4,2,1,1,4,3,4,1,5,1,4,1,5,3,3,5,True
3,30,2,1,1,1,SE,4,3,5,1,5,1,5,1,5,1,1,5,1,5,4,1,3,1,4,1,2,5,1,5,3,4,1,4,5,5,5,5,5,2,1,5,4,3,1,4,4,1,5,1,5,1,5,4,5,5,True
3,27,1,1,1,1,US,3,5,2,5,4,4,3,5,1,5,5,2,5,1,4,4,4,4,5,5,2,4,4,4,2,5,2,3,4,4,2,4,4,3,2,3,4,2,3,5,4,2,4,3,5,2,5,4,5,4,True
11,19,1,2,1,1,AU,3,2,4,3,3,4,2,4,2,4,1,4,2,5,3,3,3,2,3,2,2,4,2,4,2,4,3,2,3,3,3,4,4,1,2,4,4,3,2,4,4,1,2,2,3,4,4,3,4,3,True
11,23,2,2,1,1,MY,1,4,2,3,4,4,1,4,2,3,5,3,2,3,4,3,3,2,3,3,2,3,2,4,2,5,3,3,4,3,3,3,3,3,3,2,3,1,5,3,2,4,4,3,3,4,3,2,5,2,True
1,20,2,2,1,1,IN,5,1,5,3,1,5,1,1,5,5,5,1,1,5,5,1,2,1,1,1,5,5,1,5,5,5,1,5,5,5,1,1,5,5,1,5,1,5,4,5,1,1,5,2,3,5,4,1,1,4,True
11,19,2,2,1,2,MY,4,3,3,3,3,3,4,4,3,1,4,4,4,2,4,5,5,3,4,3,1,4,1,4,4,5,3,5,4,5,3,5,3,4,3,5,2,1,3,4,2,3,4,3,5,2,5,3,2,4,True
13,23,2,1,1,1,IN,4,3,4,2,4,2,3,2,4,4,1,3,3,3,2,2,4,4,2,3,5,4,1,5,2,4,2,5,4,4,3,2,4,2,5,2,4,2,4,3,3,2,4,2,4,2,4,2,4,4,True
4,18,1,1,1,1,IN,1,5,4,4,1,5,3,4,5,5,3,5,5,5,5,3,3,3,4,5,4,4,2,4,2,4,2,3,4,3,2,3,5,4,2,2,2,4,1,4,4,2,4,1,4,2,2,3,5,5,True
1,18,1,2,1,1,US,4,2,5,3,5,3,5,1,5,2,1,5,1,3,4,1,2,1,2,3,3,5,4,4,2,4,2,4,5,5,2,4,2,5,1,3,2,5,1,1,4,4,5,3,2,1,3,3,4,3,True
4,22,2,2,1,1,IN,5,1,5,3,5,2,5,2,3,2,3,3,3,3,3,3,2,2,2,3,5,5,1,5,2,5,1,5,5,4,5,4,5,2,3,1,3,3,5,3,2,3,3,3,3,3,5,2,3,3,True
11,19,1,1,1,1,US,1,5,2,5,2,4,1,5,1,5,2,4,2,4,2,2,2,1,2,1,3,4,1,4,3,3,3,4,4,4,3,4,3,2,2,5,3,2,3,3,4,3,5,1,5,1,3,4,5,5,True
13,21,2,1,1,1,US,3,2,3,2,3,3,3,5,2,3,3,3,5,4,2,4,3,3,3,3,1,4,3,4,1,4,2,4,4,3,4,4,5,3,3,2,5,2,2,5,3,2,4,2,3,5,4,4,4,5,True
11,19,2,1,1,1,MY,1,5,1,5,1,5,1,5,1,5,5,1,5,2,5,5,4,4,1,3,5,1,1,3,5,5,5,1,1,3,3,5,3,3,3,5,3,4,2,3,3,3,5,5,1,3,3,2,5,1,True
3,39,1,2,2,1,AU,5,1,5,1,5,1,5,2,5,1,5,2,5,2,4,3,5,4,5,4,1,5,3,5,1,5,1,5,5,5,3,4,4,3,4,3,4,1,3,4,4,1,5,2,5,1,5,1,5,5,True
3,26,2,1,1,5,DK,1,5,2,3,1,3,1,5,3,5,1,1,5,1,1,1,5,1,1,1,3,3,3,5,3,5,3,5,4,1,3,1,5,3,3,1,5,2,3,5,5,5,5,5,3,1,1,3,5,3,True
3,48,1,1,1,1,GB,1,4,5,2,4,2,4,2,5,4,1,4,3,4,2,2,1,1,1,1,1,5,1,4,2,4,1,4,4,4,4,1,4,2,3,2,4,1,4,4,4,2,5,2,4,2,5,5,5,5,True
3,33,1,2,1,5,NZ,1,3,2,2,4,4,1,5,1,5,3,3,4,2,3,4,5,3,4,4,2,3,2,2,2,4,3,3,4,2,3,2,4,2,4,2,5,3,4,3,4,3,3,2,3,4,4,4,4,3,True
3,22,2,2,2,3,DK,4,1,5,2,4,1,4,2,5,2,3,5,4,4,4,2,1,2,2,2,1,5,2,5,1,5,1,4,5,5,4,4,4,3,4,2,5,2,5,4,4,4,3,5,4,3,4,3,5,4,True
13,21,2,1,1,1,TR,1,4,5,5,2,4,1,5,1,2,3,5,5,5,5,1,1,1,1,1,1,1,3,1,5,1,5,1,1,1,5,1,5,1,5,1,5,1,5,1,3,1,3,1,3,1,5,3,5,3,True
3,29,1,2,1,5,GB,1,4,4,5,2,4,1,4,2,4,4,4,5,4,2,4,2,2,4,2,4,2,4,2,4,2,4,2,2,2,5,4,5,2,5,5,5,1,4,4,4,2,4,2,4,2,2,4,2,3,True
3,43,1,1,1,1,AU,3,4,4,3,4,2,4,4,2,2,4,3,4,3,2,4,2,2,4,2,1,4,2,4,2,4,2,4,3,4,3,5,3,4,2,4,3,2,2,4,4,2,4,3,4,1,4,3,4,4,True
4,22,2,1,1,2,IN,2,4,2,3,5,4,2,4,3,4,1,4,4,3,2,5,3,3,5,3,2,3,3,5,1,5,5,5,5,4,3,1,3,2,3,5,2,3,3,4,3,5,2,1,4,4,4,4,3,4,True
13,23,1,2,1,2,GB,4,1,3,3,4,1,5,3,5,2,3,4,5,4,3,5,3,3,5,3,1,5,4,5,2,5,1,5,5,4,5,1,5,3,3,3,5,1,3,4,2,2,5,3,2,2,2,1,5,3,True
3,24,2,1,1,1,LT,3,3,3,3,3,5,1,5,1,5,1,5,4,2,4,3,5,3,2,4,2,4,1,5,2,5,1,3,5,2,3,5,5,4,1,1,5,3,5,3,1,5,4,2,1,5,3,1,5,1,True
3,39,2,1,2,5,GB,2,3,2,3,2,1,2,3,3,4,4,3,5,3,4,4,4,4,4,4,1,4,1,5,1,5,1,3,5,3,5,2,5,2,4,1,5,3,4,4,5,1,5,2,5,1,4,4,5,5,True
3,29,1,2,1,5,AU,4,1,3,1,5,1,1,1,5,5,4,3,5,1,1,1,3,1,1,5,1,5,5,5,1,5,1,3,5,4,4,5,5,2,1,2,5,2,3,2,5,3,5,1,5,1,4,5,5,5,True
3,39,1,1,1,1,IE,2,1,4,4,5,1,3,4,5,2,4,3,5,1,2,2,3,2,1,2,1,4,3,5,1,4,1,4,4,4,3,1,4,2,4,1,5,1,2,4,3,1,5,5,4,1,4,4,5,2,True
11,26,2,2,1,1,US,2,4,2,4,2,4,2,2,3,3,4,2,4,4,4,4,4,3,4,4,2,2,4,4,4,4,4,2,4,3,2,2,4,2,3,3,2,2,2,4,4,4,2,4,2,4,2,2,4,2,True
3,18,1,2,1,1,AU,5,1,5,3,5,2,5,3,4,1,4,3,5,1,3,4,4,4,2,5,1,5,2,5,1,3,1,4,4,4,3,3,4,3,2,2,4,3,3,3,5,1,3,1,3,2,4,5,4,3,True
1,26,2,2,1,1,IN,5,1,5,1,5,1,4,5,1,4,1,5,3,1,4,5,1,3,5,1,4,5,3,3,1,5,1,5,4,3,5,1,5,1,3,5,1,3,4,3,5,1,3,3,4,1,5,5,2,3,True
3,35,2,1,1,1,PL,3,3,5,2,3,1,4,3,5,2,1,4,1,4,2,4,1,2,4,2,2,4,3,2,5,1,4,3,4,3,4,4,2,5,3,5,4,3,2,4,5,1,4,1,5,1,5,5,3,5,True
1,39,1,2,1,1,DE,1,3,2,5,2,2,1,5,2,4,4,3,4,2,4,3,4,3,3,4,1,4,2,4,2,4,4,4,4,4,4,5,4,4,3,4,3,4,4,3,4,2,2,2,3,4,4,4,4,3,True
3,18,1,2,1,5,GB,2,4,2,4,2,2,2,4,1,4,3,3,4,2,2,3,3,4,3,4,4,3,4,3,2,3,3,3,3,3,2,4,4,4,2,4,2,2,3,2,4,1,5,2,3,2,3,4,4,4,True
11,29,1,2,1,5,MY,2,4,2,4,2,4,2,4,2,4,3,4,3,2,3,4,4,4,2,4,3,3,2,4,2,4,2,4,3,3,4,2,2,2,2,4,4,2,4,3,4,2,2,2,4,2,4,2,4,3,True
3,20,2,2,1,1,LT,3,1,4,3,3,1,4,3,3,5,3,4,5,3,2,3,4,1,3,2,1,5,1,5,1,5,1,5,5,5,2,4,5,3,3,4,1,3,2,4,4,1,5,1,4,1,5,4,5,5,True
4,19,2,1,1,1,PK,1,4,1,5,1,5,1,4,1,5,1,1,2,5,5,4,5,4,4,2,4,1,4,1,5,1,5,1,1,1,1,5,3,5,1,5,1,5,1,2,3,1,1,5,1,1,4,1,1,4,True
3,42,1,2,2,1,GB,3,3,3,2,4,2,2,3,2,2,4,2,5,1,4,5,5,5,4,5,1,4,2,5,1,5,2,5,4,4,2,2,4,5,1,2,4,2,2,3,4,3,5,2,2,2,5,2,5,3,True
1,19,2,1,1,2,MY,2,4,2,4,3,3,3,4,2,4,3,4,4,4,4,3,3,3,3,3,4,4,3,4,2,4,3,3,3,4,4,3,3,4,2,4,4,3,3,3,4,3,4,3,4,2,4,2,3,4,True
9,18,2,2,1,2,BT,1,4,1,4,5,4,5,4,2,2,5,2,5,1,4,4,5,4,4,5,5,4,2,3,4,3,4,2,1,1,5,2,4,3,3,3,4,2,4,4,4,5,4,5,2,2,4,4,4,3,True
3,42,2,2,1,1,DK,3,3,5,3,5,1,4,2,3,3,1,5,2,5,1,1,1,1,1,1,1,5,1,5,1,4,1,4,5,5,4,4,3,1,3,3,3,1,1,5,5,1,5,1,4,1,5,4,5,4,True
3,25,1,2,1,1,US,1,2,3,4,3,2,2,4,2,4,5,1,5,1,3,5,4,4,5,5,1,5,5,5,2,5,2,3,5,4,2,4,3,4,2,4,5,4,2,3,4,2,3,1,3,4,5,4,4,3,True
1,26,2,1,2,1,AR,2,1,4,2,5,1,2,2,3,2,3,4,5,1,4,4,2,2,4,2,2,4,1,4,2,3,2,1,2,4,4,1,5,1,4,1,5,2,5,4,5,1,5,1,5,1,4,5,2,4,True
3,37,2,2,1,1,RS,1,4,3,4,3,1,2,3,2,4,4,3,5,2,2,2,3,3,3,3,2,3,1,4,2,2,3,3,4,3,5,2,4,2,3,1,4,2,4,3,5,2,4,2,3,2,5,4,4,3,True
4,24,2,1,1,1,IN,3,5,4,4,2,3,3,2,4,2,4,3,5,3,4,5,3,3,2,3,4,3,1,5,3,5,3,2,4,4,3,1,5,3,4,3,4,3,3,4,2,1,4,2,4,1,4,1,3,4,True
11,19,2,2,1,5,PH,5,2,4,3,2,3,4,3,3,5,3,4,3,3,2,2,2,1,2,2,1,4,3,4,3,5,3,4,4,5,3,1,2,4,4,4,2,1,1,3,3,1,4,5,4,2,5,2,5,3,True
1,36,1,1,1,1,US,1,5,2,5,2,3,1,5,1,5,3,2,4,2,4,1,2,1,1,3,1,4,1,5,2,5,2,5,4,5,2,4,3,2,1,3,4,2,4,3,5,1,4,1,4,1,4,5,5,5,True
4,24,2,1,1,1,IN,3,4,4,2,3,4,4,4,4,4,2,3,4,4,2,4,2,2,2,4,4,3,1,4,3,3,3,3,4,4,3,1,5,2,4,1,4,1,3,4,2,2,4,2,5,1,5,2,4,4,True
12,26,1,2,1,1,GH,4,3,5,1,5,1,3,2,5,2,3,2,3,3,3,2,4,3,4,2,3,4,2,3,2,2,2,3,3,5,4,3,5,2,5,1,5,1,5,3,3,3,4,2,5,1,3,1,3,5,True
11,20,1,1,1,1,PH,1,2,5,4,4,2,5,5,1,5,5,4,5,3,4,4,3,3,3,1,1,5,1,5,3,5,1,5,5,5,3,5,5,5,3,5,5,4,4,5,5,3,4,3,5,2,5,5,5,5,True
3,38,2,2,1,1,NL,1,3,1,2,1,2,1,3,2,5,5,5,5,2,5,5,2,3,3,4,3,2,1,3,3,3,3,3,4,3,1,3,2,3,1,2,4,3,4,4,3,4,4,3,3,2,3,1,5,2,True
4,22,2,1,1,1,AU,1,4,3,4,1,3,2,5,3,2,4,2,5,2,4,4,3,3,3,4,1,4,1,5,1,5,2,3,5,3,3,1,4,4,1,1,5,3,4,3,4,1,5,3,4,1,5,4,4,1,True
7,20,1,2,1,1,MU,4,4,5,1,4,5,5,1,5,2,4,5,4,1,1,2,1,3,5,2,5,5,1,5,1,5,2,4,5,5,5,1,5,1,5,4,1,1,5,5,5,1,1,1,5,1,5,2,5,5,True
13,27,1,2,1,5,KE,1,1,3,4,3,4,1,2,1,5,1,2,1,2,4,1,2,1,1,1,1,5,1,5,1,5,1,5,5,1,5,4,5,2,4,2,5,2,1,2,5,1,5,1,3,5,5,2,5,2,True
11,42,2,2,1,1,PH,3,4,4,4,5,2,3,3,2,5,5,3,5,3,3,3,2,4,2,4,4,4,2,5,2,4,2,5,5,4,4,2,5,1,3,2,3,3,5,3,3,3,5,4,4,2,5,2,4,5,True
3,25,1,2,2,2,GB,2,2,3,4,3,1,2,3,3,4,3,3,4,2,2,3,3,2,3,3,1,4,1,5,2,4,2,5,5,3,4,1,5,1,5,1,5,1,4,4,5,2,4,2,4,1,4,4,5,4,True
3,39,1,2,1,1,US,4,2,5,2,5,2,5,2,4,2,4,3,4,3,3,3,2,2,4,2,1,5,2,4,2,4,2,4,4,4,5,4,4,2,3,1,5,1,5,4,5,2,4,2,4,2,4,4,4,4,True
4,23,2,1,1,5,IN,3,4,4,2,2,2,2,2,3,2,4,4,4,3,2,2,4,4,2,3,3,2,2,2,4,2,4,3,2,4,2,2,4,2,4,3,4,2,3,4,3,1,3,2,3,2,4,3,3,4,True
13,21,2,2,1,1,GB,3,1,5,2,5,1,5,2,5,2,4,4,4,5,3,1,2,1,3,1,3,4,2,3,3,3,2,3,3,5,5,4,2,2,2,5,4,4,4,3,4,3,3,2,3,3,3,4,4,3,True
3,43,1,2,1,1,US,2,3,2,4,3,2,2,4,2,5,4,3,3,1,3,3,4,3,3,4,1,2,2,4,2,3,2,4,3,3,4,3,4,3,2,3,4,1,4,4,5,1,5,1,4,1,5,5,5,5,True
3,20,2,2,1,1,BR,1,5,1,5,1,5,1,5,1,5,5,1,5,1,5,5,2,1,5,5,2,3,3,3,2,3,3,4,1,1,1,3,3,3,3,2,4,4,3,2,2,4,2,2,2,5,2,2,3,2,True
3,19,2,2,1,1,HR,2,4,1,5,1,4,1,5,1,5,5,1,4,4,4,5,4,4,5,4,3,4,4,3,2,4,3,2,3,3,2,2,5,3,1,1,5,4,1,3,3,2,5,1,3,5,4,2,4,5,True
3,29,1,2,1,1,GB,5,1,5,2,4,2,5,4,4,2,5,2,4,3,4,4,4,3,4,3,1,4,4,4,2,4,3,4,4,5,3,5,3,4,2,4,3,3,3,3,4,4,4,2,4,2,4,2,4,5,True
3,23,1,2,1,1,GB,3,2,5,2,5,1,5,4,5,2,3,4,5,3,2,4,2,1,3,3,1,4,2,5,1,4,1,5,5,5,5,1,5,1,5,1,5,1,5,5,5,1,5,1,5,1,5,5,5,5,True
11,21,2,2,1,1,PH,4,2,4,4,2,3,3,4,3,4,1,5,2,2,2,2,3,3,3,3,4,4,3,4,4,3,2,4,4,4,2,3,2,3,2,3,2,4,1,4,3,2,3,2,3,2,4,4,4,3,True
3,35,1,1,1,1,US,3,2,4,2,5,2,4,3,3,2,3,3,4,5,3,2,2,2,2,1,2,4,1,5,1,4,2,4,4,4,4,1,4,2,4,2,5,2,5,4,4,1,4,2,4,2,5,4,4,4,True
3,29,1,2,1,1,US,3,1,5,1,5,1,5,1,5,1,5,2,4,3,4,4,4,4,3,3,4,5,2,5,1,5,1,4,4,5,3,3,5,1,3,1,4,3,4,3,4,1,5,1,4,1,4,4,5,4,True
11,25,2,1,1,2,SG,4,5,2,2,1,4,2,5,2,5,4,4,2,2,2,1,4,4,2,4,4,2,4,2,4,2,5,1,2,4,4,1,5,2,4,1,2,1,2,4,5,2,5,2,4,1,4,4,5,5,True
13,24,2,2,1,1,PK,5,5,5,1,1,5,1,1,5,5,5,1,5,1,5,5,1,5,5,5,1,1,5,5,1,5,1,1,5,5,5,5,5,5,5,5,5,1,5,5,5,1,5,1,5,1,5,5,5,5,True
3,42,2,2,1,5,HR,2,3,3,3,3,3,2,3,2,4,2,3,3,3,3,3,2,3,2,3,2,4,1,4,2,4,2,4,4,3,3,3,4,3,3,3,3,2,3,4,4,2,4,2,4,2,4,4,4,4,True
3,33,2,1,2,1,SE,5,1,5,5,5,1,5,1,5,2,1,5,3,5,1,1,1,1,1,1,1,5,1,5,1,5,1,5,5,4,5,1,5,1,3,1,5,3,2,3,5,1,3,1,5,1,5,5,5,5,True
3,41,1,2,1,2,US,3,2,5,3,5,1,5,5,1,3,1,5,4,5,1,1,1,1,1,1,1,5,1,5,1,5,1,5,5,5,4,1,5,1,5,4,5,1,5,4,3,2,5,1,5,1,5,4,5,5,True
3,26,1,2,1,1,US,4,1,5,2,5,1,5,2,5,2,4,3,4,3,1,2,2,3,3,2,2,5,1,4,1,3,1,4,5,5,3,5,4,4,1,5,2,1,2,4,4,1,4,1,4,1,5,4,5,4,True
3,38,1,2,2,1,US,4,2,4,2,4,2,4,3,5,3,2,3,2,4,2,2,3,2,3,2,2,3,2,4,2,2,2,4,4,4,3,3,3,2,2,3,3,2,2,3,4,1,4,2,4,1,4,3,4,5,True
13,35,1,2,1,2,US,1,1,5,5,2,3,1,5,1,5,2,5,1,3,5,2,3,2,3,3,1,5,1,5,5,5,3,5,4,5,5,2,5,1,5,2,5,3,5,5,4,3,3,1,5,3,5,1,3,5,True
1,21,1,1,1,1,AU,2,4,1,4,2,3,2,5,1,4,2,4,3,2,2,2,1,1,2,4,3,1,1,2,4,2,5,4,1,2,4,2,4,2,5,2,3,2,3,4,2,3,2,3,2,4,2,2,4,2,True
13,21,2,1,1,1,IN,4,4,2,3,2,4,2,3,4,2,4,2,2,3,2,4,4,3,2,3,2,3,1,2,3,2,3,3,2,3,2,1,4,2,3,2,4,3,3,3,1,3,3,3,4,2,4,2,4,3,True
3,27,1,2,1,1,US,3,1,5,1,5,1,5,3,4,1,3,4,5,2,2,3,2,3,2,3,5,5,2,5,1,5,1,5,5,5,2,5,4,4,3,5,3,4,2,3,3,1,5,1,4,1,5,3,5,4,True
1,28,1,2,1,2,US,4,1,5,1,5,1,4,1,5,1,4,4,4,4,5,4,5,5,5,1,1,5,3,5,1,5,2,5,5,5,2,5,4,4,2,2,4,5,5,5,5,1,4,1,5,1,5,5,5,4,True
3,33,1,2,1,1,US,2,2,3,3,3,2,1,3,2,4,5,3,5,2,1,3,2,1,3,3,1,3,4,4,2,3,2,4,3,4,5,4,5,2,1,3,4,1,3,5,5,2,4,4,5,2,5,4,5,4,True
3,18,1,1,2,5,US,4,3,2,4,4,2,4,4,2,5,5,1,5,2,4,4,4,4,4,4,3,2,4,2,4,4,3,3,3,3,4,2,5,3,2,2,4,3,2,4,4,5,4,5,4,3,3,4,5,4,True
13,20,1,1,2,2,US,5,1,5,1,5,1,5,1,5,2,2,5,2,4,1,2,2,1,1,1,2,5,4,3,2,4,2,4,4,5,3,3,4,2,1,3,3,1,3,4,4,2,5,3,5,1,5,4,5,5,True
3,40,2,2,1,1,NO,1,5,1,5,1,1,1,5,1,5,5,1,5,1,5,5,4,4,3,5,1,3,1,5,2,5,2,3,5,4,2,3,3,2,2,4,4,2,2,4,3,1,4,1,4,2,4,4,5,4,True
3,19,2,2,1,1,SE,1,4,2,5,2,2,2,3,5,5,4,3,4,3,3,2,3,2,3,2,2,3,1,4,4,4,3,4,2,3,3,4,2,4,2,4,5,3,1,4,3,4,4,2,3,1,2,4,3,4,True
3,24,1,2,1,1,US,1,4,2,4,3,2,1,5,2,5,4,4,4,1,1,4,5,4,3,5,1,2,3,5,2,4,5,4,5,3,4,5,5,5,2,5,2,3,1,5,5,1,5,1,5,1,5,5,4,5,True
1,18,2,1,1,1,TZ,3,1,5,1,5,1,5,1,5,4,4,5,3,5,4,4,4,3,5,1,2,5,4,3,3,1,1,4,3,4,1,4,5,1,2,4,3,4,1,5,5,1,5,1,5,1,5,5,3,5,True
3,19,2,2,1,1,SK,4,4,3,4,3,5,3,2,4,3,5,3,3,2,5,4,3,3,3,2,5,3,3,3,5,2,5,2,2,3,2,3,3,3,3,2,5,4,3,5,4,3,5,1,5,2,3,4,5,5,True
13,24,1,2,1,1,US,3,1,3,3,4,1,5,5,1,5,5,3,5,3,4,5,5,5,5,4,1,5,5,5,1,5,1,5,5,3,5,1,5,4,5,5,5,5,5,3,3,4,5,5,5,1,5,4,5,5,True
