race,age,engnat,gender,hand,source,country,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,N1,N2,N3,N4,N5,N6,N7,N8,N9,N10,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,O1,O2,O3,O4,O5,O6,O7,O8,O9,O10,is_code_valid
12,23,1,1,2,5,US,4,3,5,2,5,1,4,3,4,2,1,5,2,4,1,1,1,1,1,2,5,4,1,5,3,3,2,4,4,4,4,1,5,1,4,1,5,2,4,4,4,1,5,5,4,5,4,3,4,4,True
3,22,1,2,3,2,CA,2,4,4,4,3,4,3,4,3,3,3,3,3,2,2,2,3,2,2,2,2,5,1,4,2,2,2,4,4,3,5,2,3,1,5,1,5,1,5,4,3,3,4,4,3,2,4,3,3,3,True
3,25,1,1,1,1,AU,2,4,3,4,4,4,2,5,2,4,3,4,4,4,2,2,3,3,3,2,4,3,3,4,2,4,3,4,4,4,2,4,3,3,2,4,4,4,4,4,4,3,4,2,4,2,5,4,4,4,True
13,29,2,2,1,5,US,3,4,2,3,4,1,3,4,3,5,5,2,5,3,1,2,5,3,4,2,1,4,1,5,1,5,1,5,5,3,3,1,4,3,4,4,3,3,3,4,2,2,4,1,1,1,3,1,5,5,True
3,32,2,2,1,1,PL,1,1,2,3,4,1,3,3,5,4,4,1,5,1,5,5,4,4,5,4,1,3,3,3,2,4,2,3,5,3,4,4,4,4,3,4,4,2,3,4,5,1,5,1,4,1,5,5,5,4,True
3,20,1,2,1,2,US,2,3,3,4,1,3,1,4,4,5,4,5,3,4,1,3,1,1,1,2,2,3,1,4,2,3,2,3,4,3,4,5,3,3,2,4,3,2,3,3,4,1,3,2,3,2,5,3,4,4,True
6,31,1,2,1,5,US,3,1,5,1,5,2,4,2,4,4,3,3,3,4,2,3,2,1,3,2,1,4,2,5,2,5,1,5,5,5,4,2,4,2,3,1,5,2,4,5,5,2,4,2,5,2,4,4,4,5,True
3,37,1,2,1,2,NZ,4,2,4,2,4,2,4,2,2,2,3,4,2,2,3,3,2,2,2,2,2,4,2,4,2,4,2,4,4,4,3,2,4,3,3,2,4,2,4,4,4,1,3,4,4,2,4,3,3,4,True
3,35,1,1,1,1,SG,2,4,3,3,3,2,3,3,3,3,2,3,2,3,2,2,2,2,3,3,3,3,2,3,3,2,3,3,3,3,4,3,4,1,2,2,3,2,4,4,5,1,3,1,5,2,5,4,4,4,True
4,19,1,2,1,1,US,4,1,5,1,5,1,2,2,5,3,3,3,5,3,4,2,5,4,4,2,2,2,3,3,4,3,4,2,1,4,1,3,2,4,2,2,1,3,1,2,2,2,5,4,3,5,2,1,4,5,True
1,23,2,2,1,5,US,3,4,3,5,3,4,3,2,3,5,5,2,5,1,5,4,5,5,4,5,2,4,1,5,3,4,3,3,4,4,4,3,4,5,1,5,4,4,5,4,3,4,5,3,4,1,3,3,4,4,True
3,20,1,1,1,5,US,2,5,4,4,3,4,2,4,2,3,3,5,2,3,2,1,2,1,3,1,3,4,1,3,2,3,3,3,2,3,3,2,3,2,3,3,4,1,4,4,4,2,4,1,4,1,4,4,5,4,True
3,45,1,2,1,1,US,3,2,3,4,2,2,1,4,4,4,4,2,5,2,4,4,4,4,4,3,1,4,3,4,1,5,2,4,4,4,4,1,4,1,5,1,5,1,4,4,4,2,4,2,4,1,4,3,5,3,True
3,57,1,2,1,5,US,4,2,5,2,4,2,4,2,4,2,2,3,2,3,1,2,2,2,2,2,1,4,2,4,1,3,1,4,4,4,3,4,3,2,3,4,3,2,2,2,4,2,5,1,4,1,5,4,3,4,True
3,21,1,2,1,1,GB,3,1,4,1,2,2,3,4,4,3,4,3,4,1,5,4,5,5,5,4,1,5,4,5,1,4,1,5,5,3,4,3,4,4,1,4,3,4,3,2,1,1,2,1,2,3,4,2,5,3,True
3,41,1,2,1,2,US,4,1,5,2,5,1,5,2,5,2,2,4,4,4,1,1,1,2,1,2,1,5,1,5,1,4,1,5,5,5,5,1,5,1,5,1,5,1,5,5,5,2,2,3,4,2,5,4,5,5,True
3,40,1,2,1,1,IE,4,2,4,2,4,2,4,2,4,2,3,4,3,2,2,2,2,2,2,2,2,4,2,4,2,4,2,4,4,4,4,4,4,2,3,3,4,2,4,4,4,2,4,2,4,2,4,4,4,4,True
6,21,1,1,2,5,US,3,3,5,1,4,1,4,4,4,2,2,4,4,3,2,3,2,2,3,2,4,4,1,4,3,2,2,3,2,4,5,2,5,1,4,2,3,3,4,3,4,2,4,2,4,1,4,3,4,5,True
3,31,2,1,1,1,RS,1,5,2,5,3,4,2,3,5,2,4,2,3,1,5,4,4,3,5,4,1,2,1,4,1,5,3,3,4,3,5,3,4,5,1,4,3,1,3,4,2,5,5,5,3,1,4,5,4,5,True
3,21,1,1,1,2,US,3,4,4,5,3,4,4,1,3,5,3,4,4,4,2,1,2,1,1,2,1,5,1,4,2,5,1,5,4,4,5,2,4,2,3,3,3,1,3,4,4,2,3,3,4,2,5,4,5,4,True
3,20,1,1,1,1,GB,3,2,4,3,4,2,2,4,4,5,3,5,4,2,2,2,2,1,4,2,2,5,2,5,1,4,2,5,4,3,2,2,4,2,2,5,4,3,2,4,4,2,2,1,3,4,5,3,4,2,True
3,22,1,1,1,5,US,2,3,2,4,4,4,4,5,4,3,4,4,5,3,2,1,4,4,3,2,3,2,2,2,3,3,4,2,2,4,5,4,5,2,4,2,5,3,5,4,5,2,4,4,3,2,3,4,4,2,True
3,21,1,2,2,1,US,3,2,4,3,4,2,3,2,4,3,3,4,4,3,2,4,3,2,2,3,1,5,1,5,2,5,2,4,5,4,4,4,4,3,4,2,4,3,4,4,3,2,3,2,4,2,4,3,4,4,True
13,18,1,1,3,1,US,1,5,4,5,4,5,5,5,3,3,1,5,1,5,1,1,1,1,1,1,2,4,1,4,1,2,1,5,4,3,5,4,5,3,2,3,3,1,3,5,3,1,5,1,4,1,5,3,5,4,True
11,25,1,2,1,1,PH,3,2,4,3,4,2,4,5,4,4,4,3,4,1,4,4,4,4,4,5,2,5,4,4,2,4,2,5,4,4,3,4,5,2,3,1,5,4,2,4,4,2,5,1,4,4,5,4,5,4,True
3,38,1,1,1,1,US,1,4,1,4,1,2,1,4,1,4,5,4,4,3,4,5,2,3,5,2,5,2,5,1,5,2,5,1,5,2,4,4,3,2,2,4,5,2,5,2,3,3,2,4,2,5,4,3,4,2,True
11,19,1,2,1,5,US,2,5,4,3,4,1,4,4,5,2,3,3,5,3,2,3,2,2,3,3,5,5,2,5,3,3,1,4,5,4,5,2,5,2,3,1,5,2,5,3,3,3,3,3,4,2,3,2,5,5,True
6,19,1,2,1,5,US,4,1,5,1,5,1,5,2,5,1,2,5,2,5,5,1,1,1,1,1,1,5,1,5,1,5,5,5,5,5,3,1,5,2,4,1,5,5,5,4,2,2,5,1,4,5,1,1,3,5,True
6,18,1,2,2,5,US,4,3,4,2,5,2,4,3,4,3,5,3,5,4,4,3,3,3,4,2,2,4,2,4,1,4,2,4,4,3,3,4,3,4,3,4,4,2,4,4,3,3,2,4,3,5,3,2,4,3,True
3,19,1,2,1,1,US,4,3,4,3,4,3,5,3,3,4,3,2,4,2,2,3,3,3,2,2,1,4,1,5,1,4,1,4,4,3,5,1,4,2,3,1,5,2,5,4,2,2,4,1,3,5,3,2,3,4,True
3,21,1,1,3,2,US,4,2,2,2,2,2,2,2,4,2,5,1,5,2,1,4,5,5,5,4,4,4,4,2,4,4,2,4,4,2,2,2,4,2,2,2,4,4,4,5,4,2,2,2,4,4,5,4,5,4,True
3,26,1,2,2,2,US,1,4,2,2,3,2,1,5,2,4,5,2,4,4,3,2,2,2,2,2,1,4,1,5,1,5,1,5,5,4,3,1,5,2,2,2,4,2,2,5,5,1,5,1,4,1,5,5,5,5,True
1,19,1,2,1,5,US,2,4,4,3,3,1,4,4,4,4,4,2,4,1,4,3,3,2,3,4,1,4,3,5,2,4,1,4,4,3,2,3,4,5,1,3,2,4,2,2,4,2,5,1,4,1,4,4,4,4,True
3,51,1,1,2,5,CA,3,2,4,3,4,1,4,2,4,3,2,4,3,4,2,3,1,1,2,1,1,5,3,4,3,5,2,5,4,3,4,2,5,3,5,2,5,1,4,5,5,1,5,1,5,1,5,4,5,5,True
13,27,1,2,1,2,US,4,1,4,2,5,1,4,3,4,3,5,1,5,3,3,3,3,1,3,3,2,5,1,5,1,5,1,5,5,5,3,3,3,1,4,1,5,3,3,4,3,3,3,3,3,4,5,3,2,3,True
13,37,1,2,1,1,US,1,2,4,4,4,3,4,5,1,3,2,5,3,4,3,2,2,1,4,1,3,4,3,4,3,3,2,4,4,5,3,1,4,3,5,1,4,1,5,4,4,3,2,1,4,4,4,3,3,3,True
3,28,1,2,1,1,US,4,2,5,1,5,1,4,2,4,1,4,2,4,2,5,4,4,4,5,3,2,3,4,4,4,4,2,5,3,4,3,4,4,2,2,3,4,3,4,5,3,2,3,2,4,3,3,3,3,4,True
3,23,1,2,1,2,US,2,3,3,4,3,2,1,4,1,4,4,3,4,3,2,3,2,2,3,2,1,4,2,4,2,4,2,4,5,3,5,3,5,2,2,4,4,2,5,4,5,4,5,4,3,2,4,4,4,4,True
11,33,2,2,1,1,PH,1,3,4,4,5,4,4,3,5,3,3,3,4,4,3,3,5,4,5,3,4,3,2,4,2,5,3,2,5,5,4,1,4,4,5,3,3,3,5,5,3,4,4,4,4,1,5,2,5,5,True
3,18,1,2,1,1,US,5,1,3,1,4,2,4,3,4,1,5,3,4,3,4,2,2,1,3,1,1,4,1,4,2,2,2,3,4,3,5,1,2,1,5,1,5,1,5,5,2,3,5,2,5,1,3,2,4,4,True
3,21,1,2,1,1,US,2,2,2,4,4,3,2,2,2,4,5,3,4,3,3,4,2,2,4,3,2,4,2,4,2,3,2,2,2,3,3,3,3,3,2,4,4,2,5,3,3,4,4,2,3,2,3,3,4,4,True
3,18,1,1,1,5,US,1,5,1,5,1,4,1,5,1,5,4,2,4,1,3,5,4,4,4,4,5,2,4,2,5,2,5,2,2,3,3,5,4,4,1,5,4,4,3,2,4,2,5,1,4,1,3,4,5,4,True
3,18,1,2,1,1,US,5,4,5,1,3,4,1,2,5,1,1,5,2,4,1,1,1,1,1,1,5,2,1,2,4,2,4,2,2,5,1,5,4,3,2,5,4,2,4,3,5,1,5,4,5,1,5,5,4,5,True
3,18,1,2,2,1,US,3,1,3,2,5,1,4,2,5,2,4,4,5,3,3,3,2,1,4,3,1,5,3,2,2,4,2,4,5,3,4,1,5,1,5,1,5,1,5,4,2,2,4,1,4,1,3,3,5,5,True
3,37,1,2,1,1,AU,3,2,3,3,4,2,3,2,4,3,5,3,5,3,5,4,2,2,4,1,5,5,1,5,1,5,1,5,5,4,3,5,4,2,2,1,5,1,3,4,3,4,5,3,3,1,3,3,5,3,True
11,20,1,2,2,1,PH,2,4,3,3,5,4,2,2,4,4,5,2,5,2,5,5,2,2,5,2,1,5,1,5,2,5,2,3,5,4,4,2,5,2,5,4,5,3,5,4,3,1,5,1,5,1,5,2,5,5,True
3,18,2,2,1,1,US,1,3,2,3,2,3,1,2,4,5,5,2,5,1,4,5,4,4,5,5,2,3,2,4,3,3,3,4,4,3,5,4,4,4,2,4,4,2,4,4,4,2,5,3,5,1,4,3,4,5,True
3,40,1,2,1,1,US,1,2,2,3,3,2,2,5,2,3,4,3,3,2,3,3,2,3,3,3,2,3,1,4,4,4,4,3,3,4,3,3,4,3,2,2,3,4,1,4,5,1,4,1,4,2,5,4,4,5,True
3,18,1,2,1,5,US,5,3,4,3,3,2,5,3,4,4,5,2,5,3,3,4,3,2,4,3,1,4,2,4,2,5,2,5,5,4,2,5,4,3,1,4,4,1,5,3,3,3,4,2,4,3,4,3,5,4,True
3,33,1,2,1,2,US,3,4,2,3,2,4,4,2,3,4,4,3,5,1,3,5,5,5,3,5,2,5,2,3,2,4,2,4,3,3,3,5,3,5,1,5,3,2,2,4,3,2,5,2,4,1,4,3,5,4,True
3,19,1,2,1,2,US,3,4,4,2,3,3,3,4,3,5,2,4,3,2,1,4,3,3,4,2,2,4,2,4,2,4,2,4,2,4,4,5,3,4,1,3,2,3,4,3,4,1,5,1,3,1,5,4,4,4,True
4,23,1,1,1,2,US,2,2,3,3,5,2,2,3,3,2,3,4,3,2,3,2,2,2,2,2,1,5,2,5,1,4,1,4,5,3,4,4,4,2,4,2,4,4,3,4,5,2,4,1,4,1,5,4,4,5,True
3,40,1,2,1,1,GB,1,3,2,4,2,4,1,4,1,5,4,2,5,2,3,4,4,4,4,5,2,5,2,4,2,3,2,2,3,3,4,5,4,5,1,5,5,5,1,5,3,2,4,2,1,3,3,3,5,3,True
13,23,2,2,1,1,US,1,3,2,2,4,3,1,1,1,5,3,2,3,2,2,5,3,3,3,2,2,3,1,4,1,5,1,5,5,4,3,3,4,3,3,4,3,4,4,4,3,3,3,2,4,1,2,2,4,4,True
3,38,1,2,1,5,US,1,5,4,5,3,5,3,5,1,5,5,3,5,3,4,5,4,3,4,3,1,5,2,5,1,5,1,5,5,3,3,3,5,3,3,5,3,1,4,4,4,4,4,3,4,3,3,3,5,3,True
9,23,2,1,1,5,MY,3,2,5,2,5,1,4,2,4,2,1,5,4,5,2,1,2,1,1,1,1,4,1,5,1,3,1,5,4,4,4,2,3,1,4,2,5,1,5,5,5,2,3,1,5,3,4,5,4,4,True
13,28,1,2,1,5,US,3,1,4,2,4,1,3,2,5,2,4,2,3,2,4,2,5,4,5,4,2,3,2,3,4,1,2,2,4,4,4,4,5,2,2,2,3,1,2,3,5,1,5,1,5,1,5,5,5,5,True
3,67,1,2,1,1,US,4,1,5,5,5,1,5,4,5,1,3,3,4,4,2,4,1,1,2,1,3,3,2,3,3,2,3,4,3,5,4,2,5,1,4,1,5,1,3,5,5,2,3,3,4,2,5,4,2,4,True
11,24,2,1,1,5,US,1,5,2,5,1,5,2,5,1,5,4,3,5,2,4,2,2,2,2,4,1,5,1,5,1,5,1,5,5,5,4,4,4,1,4,1,5,2,5,5,4,2,5,2,5,1,5,5,5,5,True
3,42,1,1,1,1,US,3,1,4,2,4,1,3,3,3,2,3,4,3,5,2,2,1,1,2,1,1,4,1,4,2,3,2,4,4,4,4,3,4,1,4,2,4,1,4,4,4,1,4,1,5,1,5,4,5,5,True
3,28,2,2,1,2,US,3,1,5,2,3,1,3,3,4,3,5,5,4,5,4,5,2,2,5,1,1,5,3,5,1,5,1,4,5,4,3,3,3,3,2,5,4,4,3,2,5,3,5,3,3,1,4,3,4,3,True
3,19,1,2,1,5,US,2,2,3,3,5,1,5,3,4,2,3,3,4,1,4,2,4,3,4,4,2,5,4,4,1,3,1,3,4,3,3,3,5,2,2,2,4,2,4,3,3,1,5,1,4,1,4,4,5,5,True
3,23,1,2,1,2,US,3,4,4,4,5,1,3,4,2,3,5,3,5,2,2,4,2,2,4,2,1,5,3,5,1,4,1,4,5,5,4,5,4,3,2,4,5,4,4,4,3,1,5,1,3,2,3,3,5,5,True
4,18,2,1,1,1,IN,3,5,2,3,4,5,2,4,4,4,2,4,2,3,2,4,3,1,1,3,2,4,2,5,5,4,4,4,5,5,2,4,4,3,2,3,2,3,3,3,4,2,5,2,3,3,4,3,4,4,True
3,19,1,1,1,5,US,1,2,4,3,2,2,4,5,4,4,4,3,4,2,3,3,2,1,3,3,1,5,1,5,1,5,1,4,5,3,3,1,5,1,4,2,4,2,3,4,4,1,4,1,4,1,5,2,4,3,True
13,33,1,2,1,1,US,1,4,3,4,2,4,2,5,1,5,3,2,5,2,3,5,5,4,3,3,1,4,1,5,2,5,2,3,5,3,4,1,4,1,3,1,4,2,3,4,2,3,3,3,3,1,4,1,5,2,True
13,24,1,1,1,1,US,4,3,4,3,4,2,4,4,2,3,4,2,5,1,3,4,4,5,3,5,1,4,1,5,1,5,2,5,4,5,2,2,4,3,3,3,4,3,2,5,4,2,5,2,3,1,4,3,5,5,True
1,23,1,2,1,1,US,1,3,3,3,3,3,3,3,1,3,5,1,5,1,5,5,3,5,5,5,1,3,1,3,1,5,3,3,5,3,1,3,3,5,3,5,3,3,3,5,1,3,3,3,3,5,3,1,5,3,True
6,54,1,2,1,1,CA,5,3,4,2,5,1,5,5,5,5,5,2,4,3,2,4,4,4,4,3,1,4,1,4,1,5,1,5,5,5,5,1,5,3,4,1,5,1,2,4,4,3,5,1,5,1,4,4,5,5,True
13,39,1,2,1,2,US,1,3,5,3,5,1,3,5,3,2,1,4,1,4,1,2,1,1,1,1,1,5,1,5,1,3,1,5,5,4,3,2,5,1,4,1,4,1,3,3,5,1,4,1,4,1,4,2,5,5,True
13,24,2,2,1,1,US,3,1,4,4,5,2,4,3,4,2,4,2,4,3,1,3,2,2,2,3,5,4,1,5,2,5,1,4,5,5,4,4,4,3,2,4,5,2,3,4,4,1,3,2,4,2,3,2,4,2,True
3,25,1,1,1,1,US,2,5,2,4,1,4,1,5,2,5,2,4,1,2,1,1,4,2,2,4,2,2,3,3,3,5,4,2,2,2,4,5,3,4,1,5,1,4,2,3,5,1,5,1,5,1,5,5,5,5,True
1,23,2,2,1,1,PK,2,2,2,2,4,4,4,4,4,2,4,2,4,4,4,4,4,4,4,2,2,4,2,4,2,4,2,4,4,4,2,4,2,4,2,4,2,4,2,2,2,2,2,4,2,4,2,2,4,2,True
4,21,2,2,1,1,IN,2,1,4,5,4,1,4,2,3,2,4,2,3,3,4,3,3,4,2,3,5,5,1,5,1,4,1,4,5,1,3,3,4,3,3,4,4,1,4,4,3,4,4,2,4,1,3,2,3,4,True
13,21,2,2,1,1,PK,3,3,4,3,2,5,1,5,4,3,1,4,4,3,1,2,2,2,2,3,5,4,2,4,4,5,5,4,5,3,4,4,2,2,3,5,3,3,4,5,3,2,3,3,5,1,5,1,3,5,True
1,23,2,2,1,1,PK,2,2,4,4,4,2,4,2,4,2,4,2,4,4,4,4,4,4,4,4,2,4,2,4,2,4,2,2,4,4,2,2,2,4,2,4,2,4,2,2,2,4,2,4,2,4,4,2,4,2,True
11,21,1,1,1,1,CA,2,4,3,4,2,2,2,4,3,5,4,3,5,2,4,5,4,3,4,4,4,3,3,3,4,3,3,4,2,4,4,2,4,3,2,2,5,4,4,4,2,2,4,2,4,2,3,2,5,4,True
3,18,1,2,1,3,US,2,3,4,2,3,1,5,3,3,3,5,1,5,1,5,5,5,4,4,4,1,5,2,5,1,5,1,5,4,4,3,4,5,3,3,4,4,1,3,3,4,2,4,1,5,1,5,3,5,4,True
3,29,1,2,1,5,US,1,5,3,4,2,4,1,4,2,5,2,4,4,2,4,2,2,2,2,2,2,4,1,3,2,2,2,4,2,2,4,4,4,1,3,2,4,1,5,4,5,1,3,1,4,2,5,2,5,4,True
6,27,1,1,1,1,US,4,2,5,1,5,1,5,1,5,2,1,4,2,5,1,1,1,1,1,1,2,4,2,4,2,3,1,4,4,4,4,2,5,2,4,2,4,1,4,5,5,2,2,1,4,1,4,4,4,4,True
3,29,1,1,1,1,US,2,4,2,5,5,3,4,4,4,4,4,5,5,2,1,3,4,4,3,4,1,4,1,4,1,2,2,4,1,3,4,1,5,2,1,1,2,4,4,4,5,1,5,1,4,1,4,5,5,4,True
3,54,1,2,1,1,GB,2,4,4,3,4,2,4,3,2,3,3,3,3,2,2,2,2,1,4,3,2,4,1,4,2,4,2,4,4,3,3,2,4,2,3,1,4,2,4,4,4,2,3,2,3,2,4,4,4,3,True
13,27,2,2,1,1,KE,1,4,4,3,3,2,2,3,4,5,4,4,5,4,4,4,5,4,4,3,1,3,2,4,4,4,3,4,4,3,3,2,5,2,3,1,5,3,5,3,1,1,1,2,3,1,5,3,4,3,True
3,27,2,2,1,2,ID,4,3,4,3,4,2,5,4,4,3,2,2,3,2,4,2,4,4,4,3,2,4,2,4,4,4,3,4,4,2,3,3,4,4,3,2,3,2,2,4,5,1,5,1,4,1,5,3,4,4,True
11,26,2,2,1,1,US,1,3,1,4,4,4,1,5,4,2,4,1,5,4,2,1,4,4,4,3,3,2,1,5,4,5,4,5,4,2,3,1,4,3,3,2,3,2,3,2,5,1,4,1,3,2,4,4,3,2,True
3,25,1,2,1,1,NZ,1,4,2,5,3,2,2,5,2,5,4,3,5,1,4,4,5,3,2,5,1,4,1,5,1,5,1,5,5,4,4,5,5,5,1,5,5,2,5,5,5,1,5,1,4,1,5,5,5,4,True
3,33,1,1,1,2,AU,1,3,2,4,2,4,2,2,2,4,2,4,4,3,2,1,2,2,2,2,4,3,5,2,4,4,4,4,2,2,4,4,4,4,2,4,4,1,4,4,4,2,2,2,4,1,4,4,2,5,True
5,33,2,1,1,1,LB,3,5,2,4,2,4,2,5,1,4,4,2,3,2,4,5,2,2,4,1,2,4,2,4,2,5,2,4,5,4,4,1,2,2,3,1,5,1,4,4,3,2,4,2,4,2,4,2,5,4,True
13,19,2,2,1,1,CL,3,3,4,3,3,3,4,1,5,5,3,5,5,1,2,2,2,2,2,1,4,5,1,5,1,3,1,3,5,5,3,3,5,3,2,5,3,3,2,5,5,1,4,1,3,2,5,3,5,3,True
4,24,2,2,1,2,IN,1,1,1,2,1,2,2,2,1,1,1,1,1,1,2,2,2,2,1,1,1,1,1,2,2,2,2,2,1,1,1,1,1,2,2,2,2,2,1,1,1,1,1,2,2,2,2,2,1,1,True
1,33,2,1,1,1,ES,3,4,3,4,2,2,2,4,2,2,3,2,4,2,4,4,2,2,4,2,4,4,2,4,2,4,4,3,4,3,3,3,3,2,3,3,3,1,3,4,4,2,5,1,4,1,5,4,5,5,True
3,19,1,2,1,1,US,5,1,4,2,4,1,4,2,5,3,5,3,5,1,5,5,5,4,5,4,3,5,4,4,1,4,1,3,5,5,2,2,3,4,1,4,3,2,1,4,2,3,5,3,4,1,3,2,3,4,True
4,25,2,1,1,1,IN,1,1,1,1,1,5,1,1,5,5,1,1,5,5,1,1,5,5,5,5,5,5,1,5,1,5,5,1,1,1,1,5,1,5,1,5,1,1,1,5,1,1,1,5,1,1,1,1,5,5,True
11,27,1,2,1,1,AU,1,4,2,5,2,3,2,5,3,5,5,3,4,2,4,4,4,4,4,3,2,4,4,4,2,4,3,4,2,3,5,1,3,2,3,3,5,3,4,3,4,2,5,1,5,1,4,3,5,5,True
11,22,2,2,1,5,HK,1,2,3,4,3,2,1,5,2,4,3,2,4,2,2,2,4,3,1,3,1,5,1,4,1,4,3,4,5,5,4,1,5,2,5,1,5,1,5,4,4,1,5,1,4,1,5,3,5,5,True
9,20,2,2,1,1,MN,1,2,2,1,3,1,1,2,5,4,2,5,2,4,3,2,5,1,2,2,1,5,1,5,1,1,1,5,5,3,2,5,1,5,5,5,1,2,5,2,2,5,5,1,4,1,5,1,5,5,True
13,21,2,1,1,1,IN,3,1,5,1,5,1,5,5,5,4,5,5,5,1,5,5,4,4,5,5,4,5,2,5,1,5,1,4,5,4,3,5,3,5,3,5,3,3,2,5,5,4,5,1,5,2,4,4,2,5,True
12,30,2,1,1,2,ET,5,2,5,1,5,1,4,1,5,4,1,3,4,2,4,1,1,1,1,1,1,5,1,5,1,5,1,5,5,4,4,5,5,1,1,1,2,1,5,5,4,2,5,1,5,1,3,1,5,5,True
3,26,2,2,2,2,LV,3,3,3,3,4,3,3,3,3,3,4,2,4,2,4,4,4,4,4,4,2,4,4,4,3,3,2,4,4,3,2,4,4,3,2,4,3,3,3,3,4,2,4,3,3,4,3,4,4,4,True
1,32,2,2,1,1,SA,1,5,5,5,1,5,1,5,1,2,1,3,1,5,1,4,1,1,1,4,5,1,1,5,1,2,5,1,5,1,5,1,1,1,1,1,1,1,3,2,5,1,5,1,5,1,4,5,1,5,True
1,19,1,2,1,1,ES,3,3,1,3,5,1,5,1,5,5,5,1,3,1,5,5,5,5,1,5,3,1,5,5,2,3,5,1,5,5,3,3,5,1,2,3,5,1,1,5,5,1,5,1,5,1,5,5,5,5,True
4,31,2,1,1,1,IN,1,1,3,1,2,3,3,2,2,1,2,3,4,1,2,3,3,2,2,1,5,3,1,5,1,4,2,4,5,3,4,3,3,3,2,4,3,3,3,3,3,2,4,3,5,2,5,1,3,4,True
3,28,1,2,1,1,GB,4,2,3,2,4,2,5,3,4,4,4,3,3,2,4,2,4,4,4,4,1,3,4,3,3,4,3,4,3,3,1,5,3,4,2,4,2,3,2,3,5,1,5,1,5,1,5,4,4,5,True
3,27,1,2,1,1,AU,3,2,4,2,5,2,3,3,4,3,2,3,3,4,2,2,2,1,2,1,2,5,2,5,1,5,2,4,5,4,4,3,3,2,4,2,3,2,4,3,5,2,4,2,4,2,4,4,4,4,True
1,26,1,2,1,1,IN,3,1,3,2,5,3,3,1,1,5,4,2,3,3,2,2,1,1,3,2,4,3,1,3,3,3,3,3,3,5,3,5,5,2,3,2,3,3,5,3,3,1,2,1,4,1,4,1,3,4,True
3,20,1,2,1,2,AU,3,1,4,3,4,2,4,2,4,5,4,4,5,2,2,4,5,4,5,2,3,4,2,5,2,5,2,5,4,5,2,5,4,4,2,5,2,4,2,4,3,4,2,3,3,3,5,2,4,3,True
3,40,1,1,1,1,US,4,3,4,3,3,2,3,4,3,2,2,2,4,2,1,1,2,1,2,3,2,3,3,4,1,3,2,4,4,4,3,4,3,2,4,2,2,1,4,4,3,2,4,2,4,1,4,4,4,4,True
11,21,1,2,1,1,ID,4,1,5,1,5,3,4,4,5,2,3,4,4,4,2,3,4,4,3,4,1,5,3,5,4,5,1,5,5,5,4,2,4,2,5,2,3,1,4,4,5,1,1,2,5,1,5,5,5,5,True
13,46,1,1,1,2,IN,3,1,4,3,4,1,5,2,5,4,3,5,2,2,3,2,3,2,3,2,1,5,1,4,3,5,1,4,4,5,5,1,5,1,5,1,5,1,5,5,4,1,5,1,5,1,5,4,4,5,True
3,36,1,1,1,1,US,4,3,5,3,3,3,4,4,5,3,1,5,1,5,1,1,2,1,1,5,3,5,3,3,2,3,2,4,5,3,5,1,5,1,3,1,3,1,4,5,5,1,5,1,5,1,5,5,5,5,True
3,22,2,1,1,1,NZ,1,3,2,5,1,3,5,5,1,5,3,3,5,3,1,2,4,3,3,3,1,3,3,4,3,4,3,3,3,4,4,3,5,3,4,3,3,4,3,4,1,1,5,1,3,1,5,4,5,5,True
11,19,1,2,1,1,AU,4,1,5,3,5,1,5,1,5,1,2,4,4,3,3,1,2,2,3,2,3,5,1,2,3,1,2,3,3,4,3,4,4,2,2,4,4,3,2,3,2,1,4,3,4,2,5,2,4,3,True
13,27,1,2,1,1,GB,3,4,5,1,5,1,2,4,5,4,5,1,5,1,2,3,3,3,4,3,1,3,1,3,1,4,4,5,4,5,5,1,4,1,3,1,1,1,2,5,1,3,5,4,4,4,5,1,5,5,True
6,23,1,1,1,1,KR,5,1,5,1,5,1,5,4,5,4,2,4,4,5,1,1,2,1,1,1,1,5,4,5,1,5,1,5,5,5,4,1,4,1,2,1,5,3,5,4,5,4,2,3,4,4,5,5,5,4,True
4,18,2,1,1,1,PK,2,2,3,4,4,4,3,3,2,4,3,2,3,3,4,3,3,4,5,4,4,4,4,3,4,3,2,4,4,2,4,3,4,3,3,3,1,3,3,4,2,2,5,2,4,2,4,2,5,4,True
3,24,1,1,1,1,US,1,5,1,5,1,2,1,5,1,5,5,4,5,1,2,4,4,4,4,5,5,1,5,1,5,4,5,1,1,3,1,4,5,5,1,5,4,5,4,4,4,1,5,1,4,1,1,4,5,4,True
3,26,1,1,2,1,CA,4,3,3,3,5,3,5,5,4,2,3,3,2,1,3,3,2,3,3,4,1,5,2,4,2,3,2,4,4,4,3,4,3,4,4,2,3,3,3,3,4,1,5,1,4,1,5,3,5,5,True
3,20,1,2,1,1,AU,3,4,4,4,4,3,4,4,4,4,3,3,4,3,4,4,4,2,3,2,2,5,3,4,2,4,2,4,4,4,2,5,4,4,3,4,2,3,2,4,4,1,5,1,5,1,5,3,5,5,True
